id_lealtad,fecha_registro,fecha_nacimiento,edad,id_sexo,id_medio,segmento_edad,codigo_postal
102608,06/01/2020,13/09/1975,46,H,OTRO,ENTRE 41 Y 50,
102718,07/01/2020,05/01/1976,45,H,OTRO,ENTRE 41 Y 50,
102748,28/02/2020,13/01/1978,43,M,OTRO,ENTRE 41 Y 50,
102794,08/01/2020,02/10/1946,75,M,OTRO,MAYORES DE 50,
102839,17/01/2020,31/12/1971,50,H,FBIG,ENTRE 41 Y 50,
102849,23/02/2020,11/12/1973,48,H,OTRO,ENTRE 41 Y 50,
102930,19/02/2020,22/11/1999,22,M,WS,ENTRE 21 Y 30,
102935,15/01/2020,12/10/1977,44,M,WS,ENTRE 41 Y 50,
103039,06/03/2020,11/03/1982,39,H,OTRO,ENTRE 31 Y 40,
103055,02/03/2020,15/07/1972,49,M,FBIG,ENTRE 41 Y 50,
103066,12/03/2020,11/02/1996,25,H,FBIG,ENTRE 21 Y 30,
103088,21/01/2020,30/08/1976,45,M,OTRO,ENTRE 41 Y 50,
103141,21/02/2020,21/03/1984,37,M,FBIG,ENTRE 31 Y 40,
103163,14/01/2020,25/06/1985,36,H,OTRO,ENTRE 31 Y 40,
103169,22/02/2020,16/01/1987,34,H,OTRO,ENTRE 31 Y 40,
103230,22/02/2020,09/06/1973,48,M,OTRO,ENTRE 41 Y 50,
103234,17/02/2020,23/10/1975,46,H,OTRO,ENTRE 41 Y 50,
103246,09/01/2020,27/02/1984,37,H,FBIG,ENTRE 31 Y 40,
103334,15/02/2020,21/04/1983,38,M,OTRO,ENTRE 31 Y 40,
103349,27/02/2020,20/08/1987,34,M,OTRO,ENTRE 31 Y 40,
103377,21/02/2020,19/09/1981,40,H,OTRO,ENTRE 31 Y 40,
103393,06/01/2020,12/12/1963,58,H,WS,MAYORES DE 50,
103429,31/01/2020,11/02/1980,41,M,FBIG,ENTRE 41 Y 50,
103479,15/01/2020,08/07/1992,29,H,WS,ENTRE 21 Y 30,
103552,19/02/2020,05/01/1989,32,H,FBIG,ENTRE 31 Y 40,
103584,23/02/2020,05/10/1990,31,H,FBIG,ENTRE 31 Y 40,
103623,07/01/2020,06/10/1944,77,H,OTRO,MAYORES DE 50,
103658,03/02/2020,04/05/1987,34,H,OTRO,ENTRE 31 Y 40,
103661,06/01/2020,13/04/1990,31,M,AMI,ENTRE 31 Y 40,
103739,25/01/2020,06/08/1992,29,H,WS,ENTRE 21 Y 30,
103759,15/02/2020,10/06/1982,39,H,WS,ENTRE 31 Y 40,
103766,24/02/2020,10/01/1979,42,H,REV,ENTRE 41 Y 50,
103769,15/01/2020,06/11/1989,32,H,OTRO,ENTRE 31 Y 40,
103783,02/03/2020,19/01/1964,57,M,OTRO,MAYORES DE 50,
103808,08/01/2020,13/08/2000,21,H,OTRO,ENTRE 21 Y 30,
103809,03/03/2020,22/10/1987,34,H,WS,ENTRE 31 Y 40,
103812,14/01/2020,03/04/1984,37,H,OTRO,ENTRE 31 Y 40,
103819,16/02/2020,28/06/1982,39,H,WS,ENTRE 31 Y 40,
103839,21/02/2020,21/02/1991,30,M,FBIG,ENTRE 21 Y 30,
103872,01/03/2020,03/10/1964,57,H,FBIG,MAYORES DE 50,
103914,25/02/2020,18/06/1971,50,H,WS,ENTRE 41 Y 50,
103917,05/03/2020,02/12/1976,45,M,OTRO,ENTRE 41 Y 50,
103957,18/02/2020,01/08/1964,57,H,WS,MAYORES DE 50,
103997,04/03/2020,05/07/1980,41,H,OTRO,ENTRE 41 Y 50,
104068,13/01/2020,20/01/1993,28,H,OTRO,ENTRE 21 Y 30,
104080,23/01/2020,12/05/1990,31,M,AMI,ENTRE 31 Y 40,
104163,08/01/2020,18/03/1965,56,M,OTRO,MAYORES DE 50,
104165,07/02/2020,08/12/1999,22,M,EMAIL,ENTRE 21 Y 30,
104185,19/01/2020,01/06/1977,44,H,OTRO,ENTRE 41 Y 50,
104207,15/01/2020,23/04/1979,42,M,FBIG,ENTRE 41 Y 50,
104224,28/02/2020,21/10/1982,39,H,FBIG,ENTRE 31 Y 40,
104233,02/02/2020,11/02/1972,49,H,OTRO,ENTRE 41 Y 50,
104248,29/02/2020,10/11/2001,20,H,AMI,MENORES DE 21,
104260,11/01/2020,12/08/1984,37,H,WS,ENTRE 31 Y 40,
104324,15/02/2020,30/07/1989,32,H,OTRO,ENTRE 31 Y 40,
104329,14/01/2020,18/11/1997,24,H,OTRO,ENTRE 21 Y 30,
104371,18/01/2020,26/08/1967,54,H,OTRO,MAYORES DE 50,
104412,01/02/2020,22/06/1974,47,H,OTRO,ENTRE 41 Y 50,
104415,13/01/2020,25/12/1987,34,H,OTRO,ENTRE 31 Y 40,
104438,21/02/2020,14/10/1980,41,M,OTRO,ENTRE 41 Y 50,
104440,28/01/2020,02/06/1995,26,M,OTRO,ENTRE 21 Y 30,
104470,19/02/2020,26/02/1996,25,H,OTRO,ENTRE 21 Y 30,
104517,06/01/2020,04/06/2005,16,M,WS,MENORES DE 21,
104550,09/01/2020,05/01/1958,63,M,PER,MAYORES DE 50,
104587,15/01/2020,12/01/2001,20,H,OTRO,MENORES DE 21,
104589,16/02/2020,11/06/1982,39,M,EMAIL,ENTRE 31 Y 40,
104597,07/01/2020,13/02/1977,44,H,OTRO,ENTRE 41 Y 50,
104619,05/01/2020,01/08/1987,34,H,OTRO,ENTRE 31 Y 40,
104633,17/02/2020,12/09/1990,31,M,FBIG,ENTRE 31 Y 40,
104651,15/02/2020,04/11/1985,36,H,OTRO,ENTRE 31 Y 40,
104661,09/01/2020,25/11/1995,26,M,EMAIL,ENTRE 21 Y 30,
104677,19/02/2020,28/01/1986,35,M,OTRO,ENTRE 31 Y 40,
104701,23/02/2020,25/10/1981,40,M,FBIG,ENTRE 31 Y 40,
104791,23/03/2020,04/11/1993,28,H,EMAIL,ENTRE 21 Y 30,
104863,19/02/2020,29/07/1981,40,M,FBIG,ENTRE 31 Y 40,
104891,18/02/2020,30/09/1984,37,H,PER,ENTRE 31 Y 40,
104901,10/02/2020,28/01/1988,33,M,FBIG,ENTRE 31 Y 40,
104926,20/02/2020,17/05/1984,37,M,WS,ENTRE 31 Y 40,
104930,08/03/2020,26/05/1984,37,M,WS,ENTRE 31 Y 40,
104950,10/01/2020,13/02/1987,34,M,OTRO,ENTRE 31 Y 40,
104957,18/02/2020,18/06/1983,38,H,FBIG,ENTRE 31 Y 40,
104990,01/02/2020,18/04/1950,71,H,WS,MAYORES DE 50,
105008,23/02/2020,08/05/1972,49,M,FBIG,ENTRE 41 Y 50,
105048,10/01/2020,01/07/1982,39,H,OTRO,ENTRE 31 Y 40,
105108,09/01/2020,09/12/1986,35,H,FBIG,ENTRE 31 Y 40,
105154,05/01/2020,14/07/1995,26,H,EMAIL,ENTRE 21 Y 30,
105224,12/01/2020,13/02/1983,38,M,EMAIL,ENTRE 31 Y 40,
105247,07/01/2020,20/09/1995,26,H,EMAIL,ENTRE 21 Y 30,
105318,10/02/2020,21/06/1995,26,M,OTRO,ENTRE 21 Y 30,
105330,15/03/2020,01/09/1983,38,M,WS,ENTRE 31 Y 40,
105342,30/01/2020,16/03/1992,29,H,EMAIL,ENTRE 21 Y 30,
105351,02/03/2020,22/03/1983,38,H,EMAIL,ENTRE 31 Y 40,
105352,23/02/2020,12/03/1990,31,M,OTRO,ENTRE 31 Y 40,
105373,20/02/2020,09/11/1978,43,M,WS,ENTRE 41 Y 50,
105387,13/02/2020,20/10/1994,27,H,OTRO,ENTRE 21 Y 30,
105470,18/02/2020,19/09/2001,20,M,OTRO,MENORES DE 21,
105480,28/01/2020,27/06/1991,30,H,WS,ENTRE 21 Y 30,
105498,19/03/2020,27/03/1988,33,H,OTRO,ENTRE 31 Y 40,
105548,02/03/2020,25/02/1984,37,H,OTRO,ENTRE 31 Y 40,
105552,17/02/2020,18/07/1977,44,H,EMAIL,ENTRE 41 Y 50,
105585,09/02/2020,18/10/2002,19,H,FBIG,MENORES DE 21,
105588,14/01/2020,19/06/1998,23,H,OTRO,ENTRE 21 Y 30,
105610,24/02/2020,16/04/1997,24,M,OTRO,ENTRE 21 Y 30,
105635,15/01/2020,18/06/1978,43,M,OTRO,ENTRE 41 Y 50,
105663,05/01/2020,21/01/1984,37,H,OTRO,ENTRE 31 Y 40,
105687,07/01/2020,26/04/2002,19,M,OTRO,MENORES DE 21,
105690,09/01/2020,08/07/1988,33,H,OTRO,ENTRE 31 Y 40,
105739,27/01/2020,22/01/1998,23,M,FBIG,ENTRE 21 Y 30,
105748,15/01/2020,15/02/1981,40,H,OTRO,ENTRE 31 Y 40,
105776,09/01/2020,12/04/1983,38,H,OTRO,ENTRE 31 Y 40,
105842,09/03/2020,17/12/2002,19,M,AMI,MENORES DE 21,
105876,04/02/2020,18/04/1973,48,H,OTRO,ENTRE 41 Y 50,
105880,02/03/2020,14/10/1958,63,M,FBIG,MAYORES DE 50,
105907,05/02/2020,13/12/1982,39,H,WS,ENTRE 31 Y 40,
105987,23/02/2020,03/10/1982,39,H,AMI,ENTRE 31 Y 40,
106003,16/01/2020,23/04/1999,22,H,OTRO,ENTRE 21 Y 30,
106005,09/02/2020,14/02/1983,38,H,FBIG,ENTRE 31 Y 40,
106018,09/03/2020,14/10/1988,33,H,WS,ENTRE 31 Y 40,
106032,12/01/2020,23/03/1978,43,H,WS,ENTRE 41 Y 50,
106053,02/02/2020,06/07/1987,34,H,FBIG,ENTRE 31 Y 40,
106077,13/01/2020,06/11/1982,39,M,FBIG,ENTRE 31 Y 40,
106170,12/01/2020,09/02/1982,39,M,EMAIL,ENTRE 31 Y 40,
106235,21/02/2020,29/03/1990,31,H,OTRO,ENTRE 31 Y 40,
106256,29/02/2020,26/10/1984,37,M,EMAIL,ENTRE 31 Y 40,
106306,14/01/2020,26/03/1989,32,H,FBIG,ENTRE 31 Y 40,
106338,06/02/2020,12/05/1992,29,H,OTRO,ENTRE 21 Y 30,
106346,16/01/2020,06/03/1994,27,H,OTRO,ENTRE 21 Y 30,
106382,24/02/2020,24/12/1997,24,H,WS,ENTRE 21 Y 30,
106397,05/01/2020,15/06/2000,21,H,OTRO,ENTRE 21 Y 30,
106404,06/03/2020,13/04/1992,29,M,FBIG,ENTRE 21 Y 30,
106452,15/01/2020,20/03/2000,21,H,OTRO,ENTRE 21 Y 30,
106460,21/01/2020,01/10/1984,37,H,OTRO,ENTRE 31 Y 40,
106486,29/02/2020,07/03/2000,21,M,EMAIL,ENTRE 21 Y 30,
106490,14/01/2020,25/05/2003,18,H,REV,MENORES DE 21,
106504,17/02/2020,26/12/2004,17,M,OTRO,MENORES DE 21,
106521,24/02/2020,17/05/1980,41,H,OTRO,ENTRE 41 Y 50,
106568,07/03/2020,08/12/1990,31,M,OTRO,ENTRE 31 Y 40,
106585,23/01/2020,03/12/1984,37,H,FBIG,ENTRE 31 Y 40,
106641,19/02/2020,04/09/2001,20,H,FBIG,MENORES DE 21,
106676,21/03/2020,26/10/2001,20,H,WS,MENORES DE 21,
106700,08/01/2020,28/09/1985,36,H,OTRO,ENTRE 31 Y 40,
106732,06/01/2020,24/01/2005,16,H,FBIG,MENORES DE 21,
106758,26/02/2020,10/03/1999,22,H,OTRO,ENTRE 21 Y 30,
106818,08/01/2020,29/12/1993,28,H,WS,ENTRE 21 Y 30,
106822,15/02/2020,24/08/1986,35,H,WS,ENTRE 31 Y 40,
106860,12/01/2020,11/09/1989,32,H,EMAIL,ENTRE 31 Y 40,
106903,26/01/2020,21/05/1994,27,M,REV,ENTRE 21 Y 30,
106904,08/01/2020,26/02/2005,16,H,OTRO,MENORES DE 21,
106916,06/02/2020,20/01/1975,46,H,OTRO,ENTRE 41 Y 50,
106923,07/01/2020,04/12/1975,46,H,WS,ENTRE 41 Y 50,
106954,05/01/2020,08/11/1985,36,M,OTRO,ENTRE 31 Y 40,
106998,04/03/2020,16/04/1976,45,H,OTRO,ENTRE 41 Y 50,
107063,24/02/2020,22/06/1998,23,H,REV,ENTRE 21 Y 30,
107153,06/01/2020,13/07/2001,20,H,OTRO,MENORES DE 21,
107162,10/01/2020,30/09/1981,40,M,FBIG,ENTRE 31 Y 40,
107199,12/01/2020,07/07/1978,43,H,OTRO,ENTRE 41 Y 50,
107203,07/02/2020,09/06/1984,37,M,OTRO,ENTRE 31 Y 40,
107206,03/02/2020,18/01/1977,44,H,OTRO,ENTRE 41 Y 50,
107214,05/01/2020,16/05/1990,31,M,EMAIL,ENTRE 31 Y 40,
107217,16/02/2020,26/08/1996,25,M,OTRO,ENTRE 21 Y 30,
107223,24/02/2020,26/06/1996,25,H,OTRO,ENTRE 21 Y 30,
107233,18/02/2020,29/11/1992,29,M,EMAIL,ENTRE 21 Y 30,
107278,07/01/2020,04/03/1978,43,H,EMAIL,ENTRE 41 Y 50,
107301,14/02/2020,26/05/1989,32,H,OTRO,ENTRE 31 Y 40,
107313,17/03/2020,16/10/1972,49,H,WS,ENTRE 41 Y 50,
107353,18/02/2020,25/01/1986,35,H,EMAIL,ENTRE 31 Y 40,
107354,16/02/2020,20/04/1977,44,M,WS,ENTRE 41 Y 50,
107387,19/02/2020,15/01/2004,17,H,OTRO,MENORES DE 21,
107398,17/02/2020,02/08/1994,27,H,FBIG,ENTRE 21 Y 30,
107424,09/01/2020,18/06/2003,18,H,EMAIL,MENORES DE 21,
107434,24/02/2020,11/04/1995,26,M,OTRO,ENTRE 21 Y 30,
107440,14/01/2020,09/08/1999,22,H,FBIG,ENTRE 21 Y 30,
107494,09/01/2020,10/09/1992,29,H,WS,ENTRE 21 Y 30,
107496,15/02/2020,18/12/1992,29,M,FBIG,ENTRE 21 Y 30,
107535,11/01/2020,02/01/1997,24,H,FBIG,ENTRE 21 Y 30,
107549,25/01/2020,01/08/1989,32,M,WS,ENTRE 31 Y 40,
107563,07/02/2020,03/04/1982,39,M,WS,ENTRE 31 Y 40,
107569,24/02/2020,22/03/1964,57,M,OTRO,MAYORES DE 50,
107575,01/03/2020,09/06/1974,47,H,OTRO,ENTRE 41 Y 50,
107628,17/02/2020,04/05/1984,37,M,PER,ENTRE 31 Y 40,
107635,10/02/2020,24/11/1989,32,H,OTRO,ENTRE 31 Y 40,
107683,17/01/2020,30/08/1977,44,M,EMAIL,ENTRE 41 Y 50,
107729,11/01/2020,18/02/1999,22,H,OTRO,ENTRE 21 Y 30,
107752,18/01/2020,15/06/1987,34,M,WS,ENTRE 31 Y 40,
107902,24/01/2020,21/05/1987,34,H,OTRO,ENTRE 31 Y 40,
107939,06/01/2020,14/09/1979,42,M,OTRO,ENTRE 41 Y 50,
107961,02/03/2020,30/01/1980,41,H,FBIG,ENTRE 41 Y 50,
107968,24/02/2020,01/06/1990,31,H,EMAIL,ENTRE 31 Y 40,
107971,26/02/2020,30/06/1991,30,H,PER,ENTRE 21 Y 30,
107992,23/02/2020,28/07/1998,23,M,FBIG,ENTRE 21 Y 30,
108006,17/02/2020,03/09/2003,18,H,OTRO,MENORES DE 21,
108056,14/01/2020,29/09/1991,30,M,FBIG,ENTRE 21 Y 30,
108083,30/01/2020,03/10/1994,27,H,WS,ENTRE 21 Y 30,
108133,01/03/2020,19/09/1984,37,H,WS,ENTRE 31 Y 40,
108298,01/03/2020,03/03/1994,27,H,OTRO,ENTRE 21 Y 30,
108324,12/01/2020,02/10/1981,40,H,WS,ENTRE 31 Y 40,
108333,01/02/2020,07/06/1983,38,H,FBIG,ENTRE 31 Y 40,
108344,08/01/2020,08/10/1946,75,M,OTRO,MAYORES DE 50,
108385,16/02/2020,18/10/1988,33,M,FBIG,ENTRE 31 Y 40,
108398,19/02/2020,13/06/1995,26,H,OTRO,ENTRE 21 Y 30,
108427,13/02/2020,27/12/1972,49,H,FBIG,ENTRE 41 Y 50,
108436,14/01/2020,24/09/1989,32,H,OTRO,ENTRE 31 Y 40,
108445,23/02/2020,23/11/1989,32,H,OTRO,ENTRE 31 Y 40,
108475,29/02/2020,29/11/1994,27,H,EMAIL,ENTRE 21 Y 30,
108527,06/01/2020,01/12/1990,31,M,FBIG,ENTRE 31 Y 40,
108558,05/01/2020,22/04/1984,37,H,EMAIL,ENTRE 31 Y 40,
108575,30/01/2020,18/08/1968,53,H,EMAIL,MAYORES DE 50,
108615,08/02/2020,01/09/1991,30,M,WS,ENTRE 21 Y 30,
108657,03/03/2020,31/01/1977,44,H,WS,ENTRE 41 Y 50,
108672,13/01/2020,01/04/1973,48,M,OTRO,ENTRE 41 Y 50,
108686,06/01/2020,20/04/1998,23,H,OTRO,ENTRE 21 Y 30,
108691,27/01/2020,09/01/1982,39,M,EMAIL,ENTRE 31 Y 40,
108729,04/02/2020,07/10/1992,29,M,FBIG,ENTRE 21 Y 30,
108746,23/02/2020,04/10/1976,45,M,FBIG,ENTRE 41 Y 50,
108762,15/01/2020,20/02/1986,35,M,OTRO,ENTRE 31 Y 40,
108773,21/02/2020,26/04/1941,80,H,OTRO,MAYORES DE 50,
108830,15/03/2020,15/04/1980,41,H,OTRO,ENTRE 41 Y 50,
108844,01/02/2020,28/11/1985,36,H,WS,ENTRE 31 Y 40,
108858,20/02/2020,21/05/1991,30,H,OTRO,ENTRE 21 Y 30,
108900,12/01/2020,19/01/1996,25,H,OTRO,ENTRE 21 Y 30,
108934,15/02/2020,21/04/1994,27,M,FBIG,ENTRE 21 Y 30,
108935,13/01/2020,20/07/1983,38,H,FBIG,ENTRE 31 Y 40,
108940,09/02/2020,21/11/1981,40,H,EMAIL,ENTRE 31 Y 40,
108942,08/02/2020,02/04/2004,17,M,OTRO,MENORES DE 21,
108982,26/02/2020,08/02/1987,34,H,OTRO,ENTRE 31 Y 40,
108999,08/02/2020,04/05/1981,40,M,FBIG,ENTRE 31 Y 40,
109002,16/02/2020,08/09/1983,38,M,OTRO,ENTRE 31 Y 40,
109050,27/02/2020,05/10/1991,30,H,OTRO,ENTRE 21 Y 30,
109074,07/01/2020,29/01/1978,43,H,FBIG,ENTRE 41 Y 50,
109082,09/01/2020,25/12/1987,34,M,FBIG,ENTRE 31 Y 40,
109107,12/01/2020,28/05/1986,35,H,EMAIL,ENTRE 31 Y 40,
109135,15/02/2020,22/03/1997,24,M,FBIG,ENTRE 21 Y 30,
109150,06/01/2020,21/02/1975,46,M,AMI,ENTRE 41 Y 50,
109157,18/02/2020,29/09/1983,38,H,WS,ENTRE 31 Y 40,
109171,20/03/2020,29/07/1993,28,H,FBIG,ENTRE 21 Y 30,
109175,10/01/2020,18/01/1982,39,H,OTRO,ENTRE 31 Y 40,
109180,24/02/2020,06/05/1986,35,H,OTRO,ENTRE 31 Y 40,
109214,24/01/2020,30/03/1979,42,M,EMAIL,ENTRE 41 Y 50,
109261,03/02/2020,15/12/1996,25,M,OTRO,ENTRE 21 Y 30,
109287,15/02/2020,11/07/1980,41,M,WS,ENTRE 41 Y 50,
109305,24/02/2020,16/05/1993,28,M,FBIG,ENTRE 21 Y 30,
109352,24/02/2020,14/07/1985,36,H,OTRO,ENTRE 31 Y 40,
109377,22/02/2020,09/10/1994,27,H,EMAIL,ENTRE 21 Y 30,
109395,14/01/2020,17/02/1986,35,H,AMI,ENTRE 31 Y 40,
109405,08/01/2020,12/01/1995,26,M,OTRO,ENTRE 21 Y 30,
109411,04/03/2020,17/02/1970,51,H,OTRO,MAYORES DE 50,
109415,15/02/2020,09/12/1981,40,H,OTRO,ENTRE 31 Y 40,
109418,16/02/2020,20/03/1998,23,M,REV,ENTRE 21 Y 30,
